trial_id,user_message,label,model_choice
132,"describer: okay gotcha
describer: woman getting gifts
",K,E
133,"describer: dude straight facing east
",J,D
134,"describer: gift lady
",K,E
135,"describer: yoga
",I,E
136,"describer: sad
",A,B
137,"describer: falling
",C,D
138,"describer: mountain praying
",B,C
139,"describer: sitting guy
",F,B
140,"describer: triangle leg
",G,A
141,"describer: bow
",E,B
142,"describer: squatting
",L,B
143,"describer: facing east
",D,D
144,"describer: sorry crooked tie
",H,C
6578,"describer: ghost like
describer: hands up
matcher: is it leaning?
describer: yes
",C,B
6579,"describer: sitting down with one leg forward
describer: leg is on the left side
matcher: foot visible?
describer: yes. back is parallel to the right side of the box
",F,B
6580,"describer: looks like praying
describer: arm on the right side of the box
matcher: legs standing knees bent?
describer: yes
",L,B
6581,"describer: head is on lest side and two hands in the air
describer: kind of a horse
describer: with two legs in air
",G,E
6582,"describer: head is a square attached to a triangle
",B,J
6583,"describer: kind of praying but one leg pointing up
describer: square head
",K,B
6584,"describer: a hat thats point is pointing left
matcher: right angle triangle on ground?
describer: no
describer: square head
describer: back is straight
describer: not sitting down
",D,B
6585,"describer: falling down
",I,D
6586,"describer: sitting down looking down square head
",E,B
6587,"describer: head tipping off horse like
describer: off
describer: one leg in the air
matcher: repeat?
matcher: facing left or right?
matcher: hello?
",A,B
6588,"matcher: hello
",J,A
6589,"matcher: is it one that looks like a seated woman back to the left, bow in hair?
",H,E
6590,"matcher: any help would be appreciated.
",K,B
6591,"describer: triangle head
describer: one shoulder pointing towards right
matcher: body shape?
describer: one triangle leg
describer: both on right side
",J,B
6592,"describer: very plain figure
matcher: solid straight up?
",H,D
6593,"describer: hat pointing left
describer: it was previously there
describer: triangle head
matcher: one arm to left?
describer: yes
",D,A
6594,"describer: head with triangle attached
",B,J
6595,"describer: praying with bent legs
",L,E
6596,"describer: one leg in the air
describer: two arms on left
describer: exercise position
",I,A
6597,"describer: sitting
describer: one leg on left
describer: back on right
",F,B
6598,"describer: horse like
",G,A
6599,"describer: flower head
",E,L
6600,"describer: ghost
describer: flying
",C,H
6601,"describer: head tipping off
describer: one leg in air left side
",A,A
6602,"describer: exercise
",I,A
6603,"describer: head with triangle attached
",B,J
6604,"describer: ghost
",C,H
6605,"describer: pray
",L,E
6606,"describer: pray with one leg folded
",K,E
6607,"describer: flower head
",E,L
6608,"describer: very plain
describer: plain
",H,D
6609,"describer: sitting
describer: sitting
",F,B
6610,"describer: hat
describer: left
",D,J
6611,"describer: shoulder and leg on right side
",J,B
6612,"describer: head tipping right
describer: gorilla
",A,E
6613,"describer: one leg in air lest horse
describer: horse
describer: horse
",G,A
6614,"describer: plain with two triangles
describer: right side
describer: shoulder on right side
describer: pointing out
",J,C
6615,"describer: flower
",E,L
6616,"describer: praying bent leg
describer: left side
",K,B
6617,"describer: horse
",G,A
6618,"describer: head with triangle
",B,J
6619,"describer: ghost
",C,H
6620,"describer: gorilla
",A,A
6621,"describer: exercise
",I,A
6622,"describer: plain
",H,B
6623,"describer: hat
",D,J
6624,"describer: sitting
",F,B
6625,"describer: sit praying
describer: bent
",L,E
6626,"describer: sitting
",F,B
6627,"describer: praying with bent
describer: legs
matcher: no leg left side?
describer: yes
",L,B
6628,"describer: horse
",G,A
6629,"describer: hat
",D,J
6630,"describer: plane
",H,A
6631,"describer: shoulder
",J,B
6632,"describer: ghost
",C,H
6633,"describer: gorilla
",A,A
6634,"describer: flower
",E,L
6635,"describer: praying leg left
",K,C
